0,1,1
0,2,1
0,3,1
0,4,1
0,5,1
0,6,1
0,7,1
0,8,1
0,9,1
0,10,1
0,11,1
0,12,1
0,13,1
0,14,1
0,15,1
16,0,1
16,17,1
16,18,1
16,19,1
16,20,1
16,2,1
16,21,1
16,22,1
16,23,1
16,4,1
16,24,1
16,25,1
16,26,1
16,27,1
16,28,1
16,29,1
16,5,1
16,30,1
16,31,1
16,32,1
16,33,1
16,34,1
16,35,1
16,36,1
16,8,1
16,37,1
16,38,1
16,39,1
16,40,1
16,41,1
16,42,1
16,43,1
16,44,1
16,45,1
16,10,1
16,11,1
16,12,1
16,46,1
16,13,1
16,47,1
16,48,1
16,49,1
16,50,1
51,52,1
51,53,1
51,54,1
55,56,1
57,58,1
57,2,1
57,26,1
57,59,1
57,60,1
57,61,1
57,62,1
57,63,1
57,64,1
57,65,1
57,42,1
57,66,1
57,44,1
57,67,1
57,68,1
57,69,1
57,70,1
57,71,1
57,49,1
72,2,1
72,73,1
72,4,1
72,74,1
72,10,1
72,75,1
72,50,1
72,76,1
77,2,1
77,78,1
77,4,1
77,79,1
77,80,1
77,81,1
77,36,1
77,82,1
77,9,1
77,10,1
77,12,1
77,48,1
77,50,1
77,83,1
84,85,1
86,87,1
86,4,1
86,42,1
88,2,1
88,78,1
88,21,1
88,22,1
88,89,1
88,4,1
88,26,1
88,90,1
88,5,1
88,91,1
88,92,1
88,43,1
88,10,1
88,11,1
88,93,1
94,2,1
94,78,1
94,21,1
94,95,1
94,96,1
94,22,1
94,89,1
94,23,1
94,4,1
94,26,1
94,97,1
94,98,1
94,90,1
94,79,1
94,99,1
94,5,1
94,100,1
94,63,1
94,101,1
94,102,1
94,7,1
94,103,1
94,104,1
94,105,1
94,92,1
94,8,1
94,106,1
94,107,1
94,37,1
94,82,1
94,39,1
94,41,1
94,108,1
94,109,1
94,68,1
94,71,1
94,10,1
94,11,1
94,12,1
94,46,1
94,47,1
94,110,1
94,48,1
94,111,1
94,93,1
94,50,1
94,112,1
94,113,1
94,114,1
94,115,1
94,116,1
94,117,1
94,118,1
94,119,1
94,120,1
94,121,1
94,122,1
94,123,1
94,54,1
94,124,1
94,125,1
94,126,1
127,88,1
127,128,1
127,19,1
127,58,1
127,2,1
127,129,1
127,78,1
127,3,1
127,130,1
127,95,1
127,131,1
127,23,1
127,4,1
127,132,1
127,133,1
127,134,1
127,98,1
127,74,1
127,135,1
127,29,1
127,136,1
127,60,1
127,137,1
127,138,1
127,5,1
127,139,1
127,32,1
127,33,1
127,103,1
127,140,1
127,92,1
127,141,1
127,106,1
127,37,1
127,52,1
127,38,1
127,39,1
127,40,1
127,42,1
127,68,1
127,142,1
127,45,1
127,143,1
127,10,1
127,11,1
127,46,1
127,13,1
127,48,1
127,144,1
127,145,1
127,93,1
127,146,1
127,49,1
127,147,1
148,149,1
148,78,1
148,95,1
148,26,1
148,150,1
148,79,1
148,151,1
148,152,1
148,107,1
148,82,1
148,39,1
148,41,1
148,43,1
148,108,1
148,153,1
148,71,1
148,12,1
148,47,1
148,93,1
148,75,1
148,50,1
148,117,1
148,120,1
148,14,1
148,154,1
155,75,1
17,148,1
17,1,1
17,2,1
17,78,1
17,21,1
17,156,1
17,22,1
17,4,1
17,132,1
17,26,1
17,157,1
17,5,1
17,102,1
17,37,1
17,158,1
17,40,1
17,42,1
17,44,1
17,67,1
17,153,1
17,70,1
17,45,1
17,10,1
17,11,1
17,13,1
17,145,1
17,111,1
17,93,1
17,159,1
160,22,1
160,161,1
160,162,1
163,2,1
163,164,1
163,23,1
163,4,1
163,26,1
163,5,1
163,42,1
163,68,1
163,10,1
163,13,1
163,165,1
163,166,1
163,167,1
168,0,1
168,19,1
168,2,1
168,169,1
168,96,1
168,22,1
168,4,1
168,97,1
168,98,1
168,170,1
168,150,1
168,74,1
168,157,1
168,90,1
168,79,1
168,5,1
168,171,1
168,152,1
168,8,1
168,107,1
168,82,1
168,40,1
168,108,1
168,67,1
168,142,1
168,10,1
168,11,1
168,172,1
168,165,1
168,173,1
168,174,1
168,93,1
168,117,1
168,175,1
168,176,1
168,120,1
168,177,1
168,14,1
178,18,1
178,98,1
178,90,1
178,5,1
178,63,1
178,179,1
178,7,1
178,8,1
178,107,1
178,180,1
178,158,1
178,67,1
178,181,1
178,11,1
178,111,1
178,50,1
178,112,1
178,182,1
178,54,1
1,18,1
1,128,1
1,2,1
1,183,1
1,184,1
1,23,1
1,4,1
1,185,1
1,26,1
1,33,1
1,186,1
1,7,1
1,37,1
1,82,1
1,41,1
1,108,1
1,9,1
1,142,1
1,187,1
1,45,1
1,10,1
1,11,1
1,12,1
1,165,1
1,56,1
1,75,1
1,112,1
1,188,1
1,189,1
18,1,2
18,18,1
18,2,2
18,164,2
18,183,2
18,184,2
18,23,2
18,4,2
18,185,2
18,33,2
18,186,2
18,7,2
18,37,2
18,82,2
18,41,2
18,108,2
18,187,2
18,45,2
18,10,2
18,11,2
18,12,2
18,75,2
18,112,2
18,182,2
190,4,1
128,2,1
128,191,1
128,22,1
128,23,1
128,4,1
128,185,1
128,29,1
128,5,1
128,192,1
128,45,1
128,10,1
128,49,1
128,126,1
193,169,1
193,4,1
193,74,1
193,194,1
193,7,1
193,195,1
193,196,1
193,10,1
193,75,1
193,197,1
19,127,1
19,149,1
19,198,1
19,2,1
19,22,1
19,4,1
19,133,1
19,199,1
19,200,1
19,26,1
19,150,1
19,201,1
19,29,1
19,202,1
19,203,1
19,5,1
19,139,1
19,204,1
19,63,1
19,205,1
19,206,1
19,207,1
19,107,1
19,82,1
19,38,1
19,208,1
19,68,1
19,70,1
19,142,1
19,10,1
19,11,1
19,12,1
19,46,1
19,209,1
19,48,1
19,166,1
19,144,1
19,210,1
19,111,1
149,211,1
149,212,1
149,21,1
149,89,1
149,4,1
149,98,1
149,150,1
149,90,1
149,100,1
149,213,1
149,151,1
149,101,1
149,102,1
149,103,1
149,105,1
149,80,1
149,106,1
149,107,1
149,214,1
149,82,1
149,215,1
149,41,1
149,67,1
149,11,1
149,216,1
149,165,1
149,111,1
149,93,1
149,50,1
149,112,1
149,217,1
149,218,1
149,219,1
149,83,1
149,220,1
149,221,1
222,4,1
222,38,1
222,42,1
222,223,1
222,54,1
224,225,1
226,24,1
226,227,1
226,228,1
211,2,1
211,23,1
211,90,1
211,229,1
211,10,1
211,93,1
230,2,1
230,4,1
230,98,1
230,90,1
230,8,1
230,10,1
230,48,1
230,93,1
230,162,1
231,232,1
58,57,1
58,88,1
58,149,1
58,211,1
58,233,1
58,2,1
58,78,1
58,234,1
58,235,1
58,191,1
58,3,1
58,164,1
58,21,1
58,183,1
58,236,1
58,22,1
58,4,1
58,25,1
58,26,1
58,98,1
58,170,1
58,150,1
58,74,1
58,237,1
58,238,1
58,239,1
58,29,1
58,60,1
58,62,1
58,240,1
58,90,1
58,31,1
58,151,1
58,63,1
58,32,1
58,101,1
58,241,1
58,186,1
58,102,1
58,171,1
58,7,1
58,140,1
58,104,1
58,105,1
58,80,1
58,242,1
58,8,1
58,243,1
58,106,1
58,37,1
58,214,1
58,52,1
58,244,1
58,245,1
58,158,1
58,82,1
58,39,1
58,246,1
58,43,1
58,108,1
58,44,1
58,67,1
58,109,1
58,68,1
58,142,1
58,247,1
58,181,1
58,45,1
58,71,1
58,248,1
58,10,1
58,11,1
58,12,1
58,216,1
58,46,1
58,13,1
58,172,1
58,48,1
58,249,1
58,166,1
58,210,1
58,250,1
58,111,1
58,93,1
58,49,1
58,50,1
58,197,1
58,54,1
251,34,1
251,104,1
251,65,1
251,252,1
251,47,1
251,48,1
253,2,1
253,78,1
253,3,1
253,89,1
253,4,1
253,5,1
253,31,1
253,68,1
253,10,1
253,121,1
254,4,1
254,185,1
254,255,1
254,54,1
198,38,1
198,42,1
198,256,1
257,211,1
257,2,1
257,234,1
257,258,1
257,3,1
257,21,1
257,130,1
257,259,1
257,22,1
257,89,1
257,4,1
257,24,1
257,25,1
257,26,1
257,260,1
257,157,1
257,239,1
257,90,1
257,79,1
257,5,1
257,100,1
257,31,1
257,186,1
257,102,1
257,7,1
257,261,1
257,196,1
257,81,1
257,92,1
257,243,1
257,106,1
257,107,1
257,37,1
257,52,1
257,245,1
257,82,1
257,39,1
257,41,1
257,108,1
257,192,1
257,68,1
257,181,1
257,10,1
257,11,1
257,13,1
257,48,1
257,111,1
257,93,1
257,75,1
257,50,1
257,218,1
257,221,1
257,125,1
262,93,1
263,2,1
263,35,1
2,94,1
2,148,1
2,17,1
2,168,1
2,178,1
2,1,1
2,18,1
2,128,1
2,149,1
2,211,1
2,233,1
2,234,1
2,3,1
2,164,1
2,21,1
2,95,1
2,22,1
2,89,1
2,23,1
2,4,1
2,132,1
2,24,1
2,199,1
2,25,1
2,26,1
2,97,1
2,98,1
2,170,1
2,150,1
2,157,1
2,239,1
2,202,1
2,240,1
2,90,1
2,79,1
2,5,1
2,100,1
2,31,1
2,204,1
2,151,1
2,63,1
2,33,1
2,241,1
2,102,1
2,171,1
2,7,1
2,103,1
2,35,1
2,104,1
2,105,1
2,80,1
2,264,1
2,81,1
2,92,1
2,8,1
2,106,1
2,107,1
2,37,1
2,82,1
2,39,1
2,40,1
2,41,1
2,43,1
2,108,1
2,109,1
2,153,1
2,192,1
2,68,1
2,142,1
2,181,1
2,45,1
2,71,1
2,143,1
2,10,1
2,11,1
2,12,1
2,46,1
2,13,1
2,47,1
2,172,1
2,110,1
2,48,1
2,210,1
2,111,1
2,265,1
2,49,1
2,50,1
266,94,1
266,148,1
266,17,1
266,168,1
266,178,1
266,1,1
266,18,1
266,128,1
266,149,1
266,211,1
266,233,1
266,2,1
266,234,1
266,3,1
266,164,1
266,21,1
266,95,1
266,22,1
266,89,1
266,23,1
266,4,1
266,132,1
266,24,1
266,199,1
266,25,1
266,26,1
266,97,1
266,98,1
266,170,1
266,150,1
266,157,1
266,239,1
266,202,1
266,240,1
266,90,1
266,79,1
266,5,1
266,100,1
266,31,1
266,204,1
266,151,1
266,63,1
266,33,1
266,241,1
266,102,1
266,171,1
266,7,1
266,103,1
266,35,1
266,104,1
266,105,1
266,80,1
266,264,1
266,81,1
266,92,1
266,8,1
266,106,1
266,107,1
266,37,1
266,82,1
266,39,1
266,40,1
266,41,1
266,43,1
266,108,1
266,109,1
266,153,1
266,192,1
266,68,1
266,142,1
266,181,1
266,45,1
266,71,1
266,143,1
266,10,1
266,11,1
266,12,1
266,46,1
266,13,1
266,47,1
266,172,1
266,110,1
266,48,1
266,210,1
266,111,1
266,265,1
266,49,1
266,50,1
267,201,1
267,268,1
267,269,1
267,54,1
270,185,1
270,75,1
270,162,1
129,128,1
271,29,1
271,272,1
273,0,1
273,2,1
273,130,1
273,23,1
273,4,1
273,132,1
273,25,1
273,274,1
273,275,1
273,90,1
273,5,1
273,102,1
273,92,1
273,37,1
273,276,1
273,42,1
273,153,1
273,277,1
273,10,1
273,48,1
273,182,1
273,188,1
273,117,1
278,42,1
278,10,1
279,234,1
279,191,1
279,280,1
279,3,1
279,259,1
279,4,1
279,25,1
279,97,1
279,239,1
279,7,1
279,243,1
279,52,1
279,245,1
279,39,1
279,10,1
279,48,1
279,210,1
279,75,1
78,88,1
78,17,1
78,1,1
78,211,1
78,2,1
78,164,1
78,281,1
78,21,1
78,169,1
78,95,1
78,73,1
78,89,1
78,23,1
78,4,1
78,199,1
78,26,1
78,97,1
78,98,1
78,170,1
78,150,1
78,74,1
78,157,1
78,282,1
78,240,1
78,90,1
78,5,1
78,100,1
78,139,1
78,31,1
78,283,1
78,102,1
78,171,1
78,7,1
78,35,1
78,105,1
78,242,1
78,264,1
78,152,1
78,8,1
78,243,1
78,106,1
78,107,1
78,37,1
78,245,1
78,82,1
78,38,1
78,39,1
78,276,1
78,41,1
78,42,1
78,43,1
78,153,1
78,192,1
78,68,1
78,70,1
78,45,1
78,248,1
78,10,1
78,11,1
78,12,1
78,284,1
78,13,1
78,110,1
78,48,1
78,166,1
78,210,1
78,285,1
78,111,1
78,265,1
78,93,1
78,286,1
78,49,1
78,50,1
287,211,1
287,78,1
287,288,1
287,98,1
287,264,1
287,289,1
287,38,1
287,10,1
287,11,1
287,93,1
287,75,1
287,50,1
234,88,1
234,211,1
234,257,1
234,2,1
234,78,1
234,191,1
234,3,1
234,21,1
234,183,1
234,184,1
234,130,1
234,73,1
234,89,1
234,4,1
234,24,1
234,199,1
234,25,1
234,26,1
234,290,1
234,98,1
234,170,1
234,74,1
234,157,1
234,239,1
234,60,1
234,202,1
234,137,1
234,90,1
234,291,1
234,100,1
234,31,1
234,151,1
234,63,1
234,101,1
234,102,1
234,206,1
234,103,1
234,105,1
234,80,1
234,242,1
234,264,1
234,81,1
234,292,1
234,92,1
234,8,1
234,293,1
234,243,1
234,107,1
234,52,1
234,245,1
234,294,1
234,39,1
234,41,1
234,109,1
234,192,1
234,68,1
234,142,1
234,181,1
234,45,1
234,71,1
234,10,1
234,11,1
234,12,1
234,46,1
234,295,1
234,13,1
234,110,1
234,48,1
234,210,1
234,285,1
234,93,1
234,75,1
234,50,1
234,54,1
235,296,1
235,162,1
297,4,1
297,7,1
298,58,1
298,4,1
298,170,1
298,237,1
298,62,1
298,44,1
298,70,1
298,299,1
298,49,1
300,191,1
300,142,1
300,11,1
300,301,1
300,302,1
300,167,1
303,304,1
303,11,1
303,110,1
303,125,1
280,257,1
280,2,1
280,305,1
280,78,1
280,234,1
280,191,1
280,3,1
280,21,1
280,183,1
280,130,1
280,96,1
280,259,1
280,4,1
280,25,1
280,98,1
280,27,1
280,239,1
280,306,1
280,31,1
280,307,1
280,102,1
280,308,1
280,7,1
280,80,1
280,81,1
280,309,1
280,107,1
280,52,1
280,39,1
280,153,1
280,310,1
280,311,1
280,68,1
280,10,1
280,11,1
280,166,1
280,312,1
313,2,1
313,171,1
313,82,1
313,10,1
313,75,1
313,112,1
313,182,1
3,233,1
3,2,1
3,234,1
3,314,1
3,259,1
3,4,1
3,25,1
3,239,1
3,90,1
3,5,1
3,315,1
3,81,1
3,52,1
3,82,1
3,39,1
3,10,1
316,58,1
316,130,1
316,4,1
316,134,1
316,237,1
316,239,1
316,60,1
316,62,1
316,64,1
316,248,1
316,54,1
164,1,1
164,2,1
164,78,1
164,95,1
164,98,1
164,60,1
164,151,1
164,264,1
164,152,1
164,107,1
164,37,1
164,39,1
164,41,1
164,108,1
164,153,1
164,311,1
164,71,1
164,12,1
164,47,1
164,166,1
164,188,1
164,116,1
164,117,1
164,176,1
164,120,1
164,14,1
281,148,1
281,2,1
281,78,1
281,164,1
281,21,1
281,183,1
281,95,1
281,22,1
281,89,1
281,23,1
281,4,1
281,26,1
281,290,1
281,98,1
281,157,1
281,135,1
281,306,1
281,90,1
281,79,1
281,283,1
281,102,1
281,171,1
281,34,1
281,35,1
281,152,1
281,107,1
281,37,1
281,39,1
281,108,1
281,153,1
281,45,1
281,71,1
